study_hours,play_hours,sleep_hours,tv_hours,pass
4.3,2.48,8.5,3.91,1
4.09,4.24,6.89,0.57,1
2.74,3.1,8.41,0.0,1
2.85,1.38,8.36,2.2,1
4.05,2.08,7.52,2.5,1
5.23,0.4,7.61,2.55,1
6.33,2.34,7.51,4.22,0
2.89,4.17,4.58,0.0,1
7.49,3.53,7.14,3.29,1
3.96,4.6,5.66,0.36,1
4.46,2.05,7.21,3.28,1
3.01,4.52,5.63,1.29,0
0.0,2.21,5.58,0.78,0
6.27,4.71,8.93,1.09,1
5.97,2.47,8.28,0.0,1
3.94,3.56,7.0,2.06,0
4.63,4.71,7.22,0.84,1
5.53,2.21,6.7,3.18,1
1.37,2.83,7.68,2.96,1
3.44,4.43,6.19,4.53,0
6.09,2.3,8.19,2.55,1
1.99,0.52,6.7,2.78,1
5.09,5.71,6.5,4.1,0
1.79,1.8,7.03,1.06,1
5.43,2.74,6.29,0.0,1
4.43,4.23,7.39,2.3,1
1.27,1.59,6.36,0.0,1
6.83,0.99,7.56,5.68,1
3.03,2.88,8.46,4.18,0
2.88,0.0,6.14,5.25,1
4.9,2.07,6.84,2.09,1
6.8,2.87,7.55,2.83,1
2.47,2.1,6.48,1.31,0
4.62,0.18,7.56,3.32,1
5.36,4.89,7.67,0.18,1
5.89,2.66,8.3,0.0,1
4.85,4.65,6.27,0.81,0
3.77,2.11,5.87,0.0,1
2.84,1.18,6.63,4.22,1
4.67,2.9,5.84,4.72,1
2.36,2.18,7.68,0.0,1
0.0,0.73,5.61,3.94,0
5.37,4.7,9.8,3.43,0
6.31,1.57,8.56,0.0,1
0.0,0.0,7.02,1.41,1
2.48,4.49,8.04,1.13,1
5.74,1.74,5.04,3.12,0
8.61,1.59,10.0,0.16,1
4.54,0.0,6.29,1.85,1
3.04,5.11,6.86,0.97,0
4.13,0.57,4.77,2.71,0
7.25,2.59,7.58,1.67,1
3.21,3.87,5.67,1.2,0
2.9,3.13,7.12,1.68,0
3.53,2.41,6.35,5.05,0
2.59,0.0,5.71,1.37,0
4.75,1.29,6.03,0.44,1
7.75,2.78,7.27,2.88,1
5.15,1.32,5.46,1.78,1
4.0,2.81,6.1,0.0,1
3.92,3.52,7.8,5.35,1
1.37,3.94,10.0,1.47,0
6.27,0.66,7.57,1.43,1
4.34,5.79,5.9,2.24,1
4.14,3.65,6.56,4.6,0
10.0,2.5,7.04,0.0,1
5.1,4.13,6.58,2.41,0
3.0,6.05,8.08,5.13,1
3.65,0.34,7.26,2.19,0
6.8,2.16,8.09,0.15,1
4.73,0.0,6.62,1.07,1
1.62,2.79,8.59,2.31,0
6.34,3.05,6.8,4.0,1
3.16,2.44,5.83,1.49,0
8.25,1.52,9.61,3.24,1
6.66,0.0,4.81,0.0,1
3.61,3.06,6.11,0.0,0
7.06,4.68,6.25,1.28,1
4.64,1.61,10.0,4.16,0
6.21,3.16,9.17,2.1,1
5.47,0.15,8.79,2.43,1
2.81,3.19,6.6,2.42,1
3.21,1.91,9.91,3.66,0
6.56,1.36,7.44,1.08,1
3.83,1.36,8.17,3.03,0
3.69,1.91,7.22,0.75,1
2.59,3.07,6.94,4.97,1
5.35,0.53,6.7,0.8,1
8.63,1.9,6.75,0.68,1
2.36,2.44,7.73,2.82,0
4.55,0.85,7.44,2.12,0
7.32,5.19,6.96,2.49,1
4.34,1.22,8.81,2.34,1
5.4,1.5,3.44,0.36,0
2.38,1.03,7.61,4.42,1
5.36,5.2,7.86,3.34,0
4.13,3.33,8.38,4.04,1
6.47,1.1,6.92,1.21,1
6.87,4.16,7.25,2.62,1
9.68,2.8,8.18,2.3,1
5.66,2.89,8.79,3.69,1
5.15,1.98,6.64,3.74,0
4.89,1.38,7.32,2.29,0
3.79,3.01,9.01,0.0,1
5.18,1.68,4.45,4.67,0
3.91,5.23,6.17,2.83,0
4.84,0.6,8.76,1.09,1
7.14,4.8,8.31,2.61,1
2.49,2.33,7.63,0.0,1
6.78,2.95,6.46,3.58,1
7.13,3.75,5.94,0.0,1
4.26,1.55,6.29,1.67,1
0.26,3.8,8.86,2.37,0
3.28,0.0,6.25,3.56,1
7.09,1.42,7.12,2.16,1
4.45,1.11,6.1,2.95,0
2.5,0.62,8.01,1.96,1
3.49,2.18,6.35,1.95,1
6.18,3.08,6.88,2.13,1
5.59,3.55,4.98,1.72,0
4.02,2.86,5.06,0.0,0
3.77,1.5,7.01,0.85,0
3.72,3.05,5.41,2.37,1
2.66,2.69,9.53,1.63,1
7.73,3.9,4.53,1.77,1
3.86,3.67,6.04,1.51,0
6.93,2.55,7.02,0.7,1
7.54,1.15,6.56,1.26,1
6.5,1.52,5.68,1.54,1
3.64,1.68,5.85,2.01,1
5.31,2.03,5.81,2.59,0
4.45,2.9,6.66,1.73,1
2.69,3.57,9.34,0.46,1
5.15,2.42,7.09,0.0,1
2.14,2.52,8.42,5.9,0
6.88,2.71,7.61,0.31,1
3.57,1.73,8.34,1.22,1
4.9,1.11,3.64,2.78,0
5.07,0.0,6.63,2.54,1
3.98,1.46,8.57,2.78,1
5.67,3.21,6.31,1.34,1
3.55,1.45,9.11,2.36,1
6.24,2.14,8.78,2.09,1
1.81,3.2,6.44,1.53,0
4.75,3.28,6.4,2.37,0
8.38,0.88,5.78,3.58,1
2.5,4.0,6.24,1.97,0
3.14,4.19,5.52,1.98,0
5.53,0.81,7.51,3.6,1
4.86,1.26,5.25,3.44,0
5.2,4.29,7.72,4.38,1
5.48,2.28,7.75,0.0,1
5.77,0.0,5.01,3.36,1
6.72,0.4,8.86,2.9,1
5.32,2.13,7.62,0.67,1
4.02,0.76,7.9,2.38,1
5.85,1.88,6.09,3.58,0
8.3,2.55,7.75,0.76,1
4.23,4.69,8.35,2.66,1
2.55,2.06,6.88,3.31,0
6.71,4.11,9.4,0.39,1
4.26,4.64,7.05,1.79,1
0.15,4.65,8.37,2.45,0
6.19,2.93,7.35,0.81,1
3.43,0.0,7.7,0.68,1
4.32,3.19,4.99,1.8,0
5.16,4.07,7.45,3.2,0
4.88,2.38,6.12,2.97,0
5.92,5.12,5.98,0.71,0
3.63,3.79,9.09,2.98,0
5.53,3.35,6.74,0.75,1
3.98,4.13,5.8,0.0,1
5.98,3.0,6.57,1.45,1
5.73,0.0,5.44,3.68,1
2.63,1.75,8.72,2.98,0
6.67,4.3,6.17,2.0,1
3.43,1.29,7.64,1.37,1
6.12,2.16,8.63,1.42,1
5.23,0.93,6.4,2.16,1
8.18,5.18,7.64,0.4,1
4.05,5.02,5.76,1.48,0
3.8,1.17,9.93,1.68,1
4.46,2.72,8.12,0.0,1
3.89,1.48,6.77,0.74,1
6.1,3.42,6.07,2.62,0
1.27,3.26,6.86,2.01,0
2.39,3.72,6.59,1.54,0
2.36,3.0,9.34,0.63,0
6.4,6.9,5.53,4.37,0
7.92,0.96,7.16,0.74,1
4.29,0.0,6.98,2.38,0
4.16,1.91,6.86,1.27,1
4.64,0.15,6.87,2.05,0
6.82,0.26,6.86,2.69,1
2.65,1.0,8.05,0.0,0
4.98,1.12,7.73,1.99,0
6.45,1.07,7.5,3.79,1
5.5,3.28,3.36,4.64,1
4.88,1.74,7.36,1.8,1
6.5,2.23,5.01,2.06,1
0.0,3.84,7.78,5.32,0
5.86,1.35,8.77,3.7,1
3.19,2.1,5.89,1.07,0
0.84,3.05,6.69,1.07,0
5.52,0.0,6.28,3.43,0
7.25,0.0,8.48,0.48,1
4.23,3.02,7.11,3.63,0
6.41,3.24,9.07,2.5,1
7.72,5.6,7.5,2.78,1
7.13,2.74,7.29,1.61,1
7.78,3.73,7.08,1.06,1
5.98,2.21,7.98,4.19,0
4.65,2.95,4.91,1.63,0
1.3,5.0,7.1,1.38,0
4.01,0.0,6.92,1.88,1
2.81,3.12,7.87,2.29,1
8.84,5.7,6.77,0.45,1
4.15,2.92,5.75,1.15,1
4.75,4.98,7.01,1.07,1
5.6,1.56,5.7,3.27,1
4.59,2.45,4.69,0.67,1
7.89,2.55,7.87,0.0,1
3.25,0.0,7.69,0.0,0
4.89,0.75,7.56,0.0,1
3.02,0.85,8.56,4.04,0
1.86,3.73,6.2,2.02,0
3.28,3.81,5.28,2.75,0
4.43,2.99,6.92,2.8,1
3.64,3.74,6.58,2.08,1
3.12,2.25,5.99,1.89,0
1.69,4.3,6.9,3.57,0
4.33,2.51,6.27,2.22,0
1.49,2.59,4.8,4.1,0
6.02,2.1,6.47,2.93,0
4.66,3.53,5.64,1.07,0
1.58,1.87,7.28,1.25,1
3.88,3.96,6.21,0.91,1
3.0,0.8,8.33,3.83,0
5.14,0.85,8.92,1.39,1
7.18,3.53,7.82,0.8,1
0.75,2.37,5.14,2.48,0
4.73,1.82,8.81,1.85,0
4.18,3.84,8.89,2.44,0
5.84,1.59,7.02,4.83,1
4.93,2.2,8.59,3.37,1
3.0,4.6,6.34,2.04,0
3.86,4.81,4.76,0.0,0
2.91,4.86,6.09,1.25,0
6.65,2.08,9.08,3.07,1
4.54,4.35,5.21,0.24,0
8.3,1.08,7.0,5.21,1
4.38,1.14,7.04,2.02,1
3.08,0.0,6.38,2.07,0
1.47,5.01,6.47,1.0,0
0.89,1.2,7.09,2.75,1
1.33,2.31,6.33,0.26,0
5.03,1.13,5.29,5.25,0
5.52,3.54,7.26,3.98,1
1.34,1.94,8.29,3.48,1
6.29,0.54,8.04,0.0,1
3.53,3.16,6.03,2.31,1
4.79,0.35,5.5,3.81,1
7.72,1.24,6.66,2.89,1
6.29,0.0,8.88,0.5,1
3.96,0.36,7.77,1.02,1
2.72,2.77,7.84,1.32,0
0.2,0.0,8.07,1.09,1
3.06,0.28,7.5,4.29,1
4.08,2.5,7.14,0.0,0
2.53,1.68,7.79,2.98,1
4.24,5.49,6.34,0.06,0
4.65,5.25,5.3,0.56,1
4.05,1.2,7.87,0.0,1
3.2,3.34,8.49,1.18,1
4.84,3.62,5.66,4.27,0
5.38,1.6,7.99,2.4,1
2.32,0.26,9.02,0.2,1
7.32,2.48,7.0,3.53,1
4.3,2.24,6.02,3.85,0
4.54,1.85,7.15,2.16,1
5.92,3.16,6.34,5.05,1
4.97,1.37,6.26,3.23,1
6.41,0.77,7.52,3.02,0
5.07,2.66,5.08,0.79,1
3.28,3.08,5.27,2.94,0
5.22,0.74,7.02,2.33,1
2.21,3.89,6.97,2.78,1
4.72,0.0,7.41,0.97,1
4.43,1.63,9.25,2.19,1
4.08,2.11,7.13,0.77,0
4.24,1.55,7.72,0.0,1
0.74,1.65,5.83,3.5,0
3.4,5.31,7.92,0.0,0
4.69,1.22,6.37,2.16,1
4.82,6.16,7.09,2.5,0
2.44,3.16,6.87,2.49,0
7.03,2.64,8.24,1.58,1
2.77,3.21,5.43,2.41,0
6.44,6.29,4.26,2.71,0
5.35,1.01,6.74,3.1,1
3.21,0.82,7.56,4.6,1
8.05,1.37,7.18,2.35,1
2.11,2.55,8.48,2.1,1
6.34,0.0,7.52,0.64,1
6.5,2.53,6.32,2.65,1
3.16,5.04,4.21,3.0,0
7.28,2.73,6.72,1.71,1
4.0,2.06,8.23,2.82,1
5.08,1.57,6.53,1.56,1
5.02,3.85,7.03,3.01,1
4.23,1.26,7.51,3.37,1
6.12,5.27,5.78,3.35,1
6.09,5.4,7.75,2.18,0
1.0,2.89,8.96,0.44,0
7.11,2.48,6.79,1.08,1
1.18,4.05,5.65,2.89,0
6.57,4.14,6.92,5.67,1
6.75,1.29,4.33,1.49,0
2.32,1.71,7.4,2.68,1
3.68,0.52,7.54,1.17,0
2.29,3.11,9.01,0.54,1
4.07,3.5,6.77,0.99,1
3.88,0.48,7.49,0.0,0
6.06,1.82,5.97,4.03,1
7.12,0.48,6.57,0.0,1
7.29,1.15,5.17,1.6,1
3.38,3.33,6.77,0.23,1
4.08,1.4,6.63,0.67,1
1.13,2.05,7.36,4.06,1
2.89,0.06,6.25,2.3,1
6.43,2.78,7.1,0.55,1
7.73,2.43,6.6,1.12,1
2.03,1.41,6.6,0.85,1
3.32,2.22,7.1,1.93,1
4.45,2.77,7.05,2.26,1
5.06,1.28,7.91,4.84,1
2.88,0.29,6.86,0.0,1
5.35,5.21,6.58,1.95,1
3.55,1.55,6.78,1.53,0
4.47,2.35,6.14,3.42,0
5.59,4.02,6.57,2.53,1
4.51,7.79,9.44,2.89,1
3.63,0.63,5.9,2.52,0
4.28,3.17,6.67,0.6,0
4.32,1.44,6.54,3.82,1
3.76,1.69,6.7,3.2,1
3.98,1.42,6.6,3.37,1
7.7,0.81,7.34,3.9,1
5.62,2.44,4.95,2.63,0
3.91,0.29,8.24,4.22,1
5.89,3.92,7.76,2.57,1
3.83,2.58,5.51,1.67,1
6.85,3.13,4.28,1.99,1
5.24,1.8,5.83,1.96,1
4.29,1.95,6.71,1.22,0
5.4,2.93,10.0,4.45,1
1.36,0.75,7.65,2.44,0
2.25,1.96,4.83,2.14,0
2.11,1.21,6.17,2.58,0
4.79,1.16,6.94,6.47,0
7.97,0.0,7.3,0.3,1
8.96,4.51,5.42,0.73,1
5.78,1.47,6.84,0.0,1
5.5,4.25,6.14,1.65,1
0.9,4.1,5.68,2.37,0
3.41,0.57,7.31,1.3,1
2.92,0.87,7.93,1.19,1
3.26,6.34,8.01,2.21,0
4.16,5.13,7.69,1.25,0
3.56,2.45,6.4,2.47,0
0.54,2.89,7.86,3.67,0
6.0,1.55,7.37,3.02,1
2.35,3.15,7.16,3.32,0
4.98,1.42,6.27,3.63,0
8.65,0.0,6.4,2.42,1
2.66,0.52,7.09,1.76,1
0.0,2.53,9.93,0.84,1
3.93,0.8,7.36,1.41,1
6.7,2.4,6.27,1.21,0
8.42,0.89,6.0,3.1,1
2.04,1.33,6.41,2.52,0
5.49,3.78,9.61,3.05,0
3.57,2.87,6.52,0.26,0
4.29,2.49,8.09,4.15,0
9.79,3.82,6.55,1.36,1
1.49,3.22,7.31,0.35,0
5.01,4.67,7.95,1.34,1
5.44,1.81,6.31,5.73,1
6.67,1.86,6.23,1.42,1
4.7,0.55,8.99,1.51,1
5.12,1.86,8.18,1.71,1
3.72,3.95,7.95,1.78,1
5.04,4.45,7.94,0.83,0
3.81,3.94,7.55,2.21,0
5.74,0.0,9.42,3.61,1
3.76,4.12,7.05,2.47,0
5.25,0.0,7.69,0.33,1
4.44,3.85,5.26,1.48,1
6.75,1.95,6.01,1.17,1
4.4,3.55,5.56,2.08,1
0.95,0.5,8.53,4.0,0
7.02,4.26,3.94,1.78,1
2.69,0.3,6.52,1.87,1
3.19,1.5,3.41,4.67,0
3.31,1.0,6.0,3.31,1
7.25,0.0,6.41,2.86,0
0.23,2.64,8.66,4.94,1
10.0,5.21,7.48,2.73,1
6.61,6.5,6.0,0.0,0
4.95,2.65,8.28,3.25,0
4.39,4.18,7.02,0.0,1
5.07,2.85,7.05,2.68,1
5.54,3.25,5.56,0.0,1
5.79,1.99,5.81,1.3,1
5.61,2.79,6.01,1.45,1
4.68,3.31,7.06,0.84,0
4.11,1.63,7.09,1.48,1
4.2,2.38,8.85,3.55,1
4.11,2.41,7.46,0.93,1
6.77,3.74,3.75,2.82,0
5.69,0.9,7.32,0.55,1
0.0,2.42,5.26,1.72,0
5.81,5.37,5.84,2.49,1
4.89,4.25,6.03,0.51,1
4.46,4.52,6.2,0.03,1
3.72,2.54,5.35,2.74,0
6.75,2.98,7.24,3.68,1
6.4,4.0,5.31,1.88,1
2.95,4.84,7.43,1.31,0
5.31,0.0,9.68,2.23,1
2.56,0.53,5.4,2.08,1
1.74,4.46,6.66,2.36,0
3.25,2.08,3.97,0.0,0
6.22,1.49,6.64,0.4,1
6.41,0.62,7.77,0.73,1
5.53,1.67,7.86,2.23,1
5.95,0.4,7.09,2.28,1
5.53,5.64,8.07,2.95,1
3.22,2.47,10.0,2.39,1
5.36,2.41,9.05,0.05,1
6.1,3.38,6.37,4.17,0
6.01,3.94,5.26,3.91,0
6.88,3.92,6.51,0.11,1
5.92,4.11,5.86,2.5,0
5.2,1.55,7.54,1.11,1
6.64,2.05,5.58,2.21,1
4.45,3.65,6.91,3.58,1
2.74,1.71,8.01,5.2,0
4.17,2.49,6.88,3.13,1
3.01,3.1,5.86,2.44,0
3.15,3.68,8.41,1.49,1
4.21,0.0,4.75,2.27,1
2.92,3.57,6.61,4.04,1
3.88,2.15,6.95,1.93,1
0.71,3.56,7.02,0.67,0
4.93,3.67,7.22,0.0,1
4.5,4.91,7.73,2.77,0
2.87,4.53,6.96,2.37,0
5.82,4.52,6.56,1.03,1
6.38,4.67,6.51,3.54,1
1.28,2.94,6.27,1.37,0
2.97,2.55,7.95,1.8,1
2.96,3.81,6.22,1.98,0
2.62,3.6,8.02,1.47,0
6.16,2.04,7.02,2.35,1
4.11,3.11,6.37,3.73,1
3.97,2.45,7.74,0.29,1
0.49,1.22,6.13,2.73,0
5.77,4.44,7.77,2.26,0
2.02,2.58,7.26,2.23,0
4.62,5.57,6.28,3.31,1
5.05,0.06,7.63,2.07,1
7.22,1.66,7.66,2.72,1
1.88,2.55,8.39,3.07,0
0.0,4.21,8.16,1.24,0
4.87,3.1,7.59,2.45,1
8.1,2.97,5.65,1.62,1
6.98,0.81,9.94,1.8,1
4.92,0.76,5.32,1.52,1
3.52,2.98,8.14,2.71,1
6.11,0.45,7.52,2.12,1
2.55,1.7,5.59,2.59,0
5.45,3.25,6.85,1.97,1
5.51,1.03,6.91,0.0,1
6.62,4.91,8.57,2.05,1
10.0,4.34,6.14,2.1,1
5.28,0.14,6.69,2.36,1
3.48,1.1,4.2,1.11,1
4.45,0.0,9.08,0.21,1
0.96,1.33,5.72,2.94,0
3.11,3.65,7.39,1.59,0
3.68,1.88,6.88,2.26,1
3.45,3.19,6.88,1.58,0
4.8,0.22,7.97,1.99,1
2.86,3.7,9.01,1.33,1
6.74,1.67,7.3,0.55,0
4.5,2.52,7.79,2.71,1
4.48,2.36,7.39,1.1,1
3.84,0.59,8.22,2.25,1
4.81,0.77,6.44,2.62,1
6.15,3.95,8.29,1.12,1
2.77,3.1,8.33,0.19,1
3.18,4.08,8.3,5.64,0
3.89,2.99,6.21,1.21,0
1.81,2.71,6.8,2.94,0
2.86,0.0,7.29,4.91,1
3.55,2.09,5.35,3.18,1
6.25,2.46,8.91,1.55,1
5.03,5.43,6.99,1.9,1
4.89,3.53,7.34,0.75,1
6.2,4.8,6.31,3.32,1
4.23,3.4,5.41,2.85,1
5.28,1.43,6.28,1.23,0
4.29,2.68,7.26,0.44,0
5.03,2.85,7.81,0.02,1
3.33,1.09,7.19,3.48,0
0.0,1.92,7.42,2.18,0
4.23,2.19,6.6,2.32,1
7.35,4.91,7.6,0.77,0
6.35,0.0,8.78,0.0,1
6.43,4.31,7.85,3.44,1
6.97,1.09,7.97,2.06,1
4.68,0.44,7.35,3.36,0
4.89,4.27,5.2,1.42,1
3.26,3.6,5.75,1.64,1
3.87,4.38,7.55,3.07,1
5.73,3.7,6.99,3.1,1
6.91,5.59,7.53,3.2,1
4.22,3.34,9.01,1.56,0
3.6,2.27,7.87,2.92,0
4.5,3.01,8.51,3.66,1
5.7,4.37,7.11,1.84,0
1.61,1.33,6.03,1.23,0
0.0,1.52,6.93,4.01,0
3.4,2.04,6.03,1.02,1
2.06,0.0,8.87,2.94,0
3.48,2.71,7.95,1.91,1
4.2,0.0,7.62,0.0,1
3.59,2.58,8.48,3.69,1
7.4,3.8,4.58,0.0,1
5.15,1.78,7.71,0.0,1
5.1,5.02,5.43,2.79,1
5.74,0.31,6.99,2.79,1
2.22,4.29,6.63,1.04,0
6.58,3.51,7.79,2.22,1
4.35,0.0,7.27,0.0,1
5.84,6.57,8.61,3.06,0
2.36,2.4,6.28,2.37,0
1.39,1.18,7.85,1.93,1
6.14,0.39,7.19,2.03,1
5.25,2.17,5.04,2.74,1
2.7,2.31,5.9,1.96,0
2.76,2.65,6.82,0.0,1
6.75,2.05,8.33,5.29,1
2.12,3.45,7.56,3.8,0
7.79,1.92,5.6,0.07,1
2.7,0.0,6.83,1.48,1
5.78,2.28,9.42,1.65,1
3.84,0.0,7.13,3.62,1
5.71,3.03,6.61,0.0,1
3.41,1.03,7.59,1.25,0
4.17,2.75,7.92,0.0,1
4.58,4.47,6.45,1.57,0
2.5,1.08,7.6,1.29,0
5.98,4.09,6.61,2.12,1
3.47,1.85,7.86,1.09,1
4.04,5.13,7.2,0.87,1
2.51,1.95,7.58,2.93,0
0.0,1.24,6.09,2.68,0
4.12,3.53,6.01,2.83,1
9.33,1.85,8.13,1.73,1
6.07,1.24,6.9,1.14,1
4.46,1.78,7.34,1.82,1
3.97,2.43,6.63,2.75,1
4.54,4.51,8.08,0.0,0
5.59,0.0,6.27,2.59,0
2.14,2.53,6.84,2.46,0
6.73,3.44,7.94,2.09,1
5.93,2.79,8.41,1.78,0
5.94,4.46,6.37,0.0,1
5.38,2.39,9.35,1.34,1
4.54,2.22,7.38,4.68,1
5.85,3.39,5.75,2.02,1
5.68,2.65,7.44,1.54,1
3.79,1.91,6.54,2.03,1
3.35,3.27,7.52,2.53,0
4.7,1.52,6.95,2.99,1
7.6,1.58,7.09,1.66,1
2.02,1.71,5.91,2.64,0
1.56,4.53,8.19,4.51,0
4.83,0.0,5.61,3.51,1
4.6,3.09,5.67,5.51,0
4.85,2.55,7.44,1.01,1
4.99,0.0,8.92,4.51,0
4.05,2.96,6.58,0.81,1
7.48,3.21,7.84,2.53,1
1.3,3.38,8.29,3.1,0
2.84,0.0,7.98,1.23,0
4.29,4.55,6.63,2.13,1
1.21,1.39,5.69,3.37,0
4.15,3.53,4.35,0.93,1
7.82,3.61,6.68,4.5,0
4.54,1.18,8.41,0.0,1
4.96,3.49,5.65,4.91,0
1.98,1.92,7.84,3.5,0
3.27,0.0,5.86,1.87,1
3.75,4.25,7.13,1.4,1
3.86,1.34,7.85,1.24,1
7.06,1.22,6.21,1.8,0
5.62,1.9,7.2,1.93,1
2.28,2.91,6.5,3.88,0
4.99,2.41,7.85,4.95,1
5.5,3.32,7.28,2.3,0
6.78,0.49,7.07,0.73,1
7.66,1.39,8.87,1.18,1
2.47,2.33,7.79,1.73,0
2.88,5.35,6.17,0.45,0
1.98,2.33,6.9,0.23,0
4.03,4.13,6.91,5.15,0
5.43,2.56,7.1,2.45,1
6.47,1.77,10.0,0.75,1
4.35,2.13,7.45,3.22,1
3.86,2.25,4.56,0.23,1
4.8,3.41,6.35,0.36,1
2.83,4.56,4.68,0.8,0
8.68,3.04,6.6,4.48,1
1.28,4.28,4.62,1.62,0
4.87,1.05,5.95,0.0,1
8.55,1.88,5.18,3.82,1
4.51,1.41,7.46,1.54,1
4.12,2.97,7.0,0.0,1
3.79,1.96,7.36,1.52,1
4.14,3.59,6.87,2.78,0
7.25,1.1,5.33,2.61,1
0.08,2.56,7.62,4.7,0
7.57,3.53,9.31,0.72,1
1.65,0.0,7.49,2.07,1
3.97,5.68,6.49,0.95,1
3.64,2.08,5.29,0.0,1
5.68,0.0,5.91,3.33,0
1.3,2.74,7.54,2.69,0
5.42,2.55,8.29,2.43,1
8.55,2.38,7.31,2.64,1
1.77,3.99,7.96,0.97,0
4.88,3.62,7.85,0.49,1
3.18,2.95,7.61,2.06,0
5.35,3.18,6.21,3.74,1
4.54,2.34,7.21,4.41,1
3.22,5.16,5.98,3.19,0
5.48,0.28,7.02,2.04,1
8.11,2.71,7.4,2.4,1
4.12,2.6,9.01,2.02,1
5.94,3.72,5.43,0.46,0
1.91,1.23,7.58,2.04,1
2.59,0.0,8.78,0.0,1
5.44,2.74,7.91,1.81,1
7.47,2.92,8.0,4.45,0
5.21,4.73,7.71,3.23,0
3.87,0.59,8.56,0.62,1
4.5,4.23,5.7,1.89,0
2.0,6.05,5.34,0.75,0
5.71,1.93,6.99,1.91,1
6.26,0.56,4.41,3.56,0
3.6,1.89,8.48,2.98,0
3.56,2.52,8.46,5.73,0
5.03,3.35,6.48,3.79,0
3.63,1.61,6.56,2.31,0
4.37,4.83,6.91,3.02,1
8.7,0.83,7.06,1.7,1
4.01,0.0,7.15,0.31,1
3.78,4.16,7.67,3.96,0
3.2,0.0,6.79,3.51,0
5.99,2.19,8.13,1.64,1
4.14,7.18,7.54,2.41,0
3.2,2.48,6.27,3.86,0
7.14,0.82,8.6,3.27,1
7.34,2.41,5.37,0.0,1
3.3,2.42,6.89,2.37,1
0.77,2.74,8.16,1.75,0
6.52,3.49,6.13,3.67,1
3.13,0.94,7.37,3.55,0
6.08,5.03,7.65,3.98,1
0.56,2.87,5.97,0.32,0
6.29,3.59,6.91,0.82,1
2.08,1.56,6.81,3.67,0
5.96,4.43,6.34,1.11,1
4.53,2.11,9.76,0.0,1
2.59,2.92,6.08,2.8,0
3.69,1.1,8.21,1.18,1
5.87,1.0,6.53,4.68,0
4.71,3.53,5.7,2.44,1
5.67,1.83,7.12,2.24,1
8.45,1.22,7.78,1.45,1
1.37,1.54,8.1,4.39,0
7.73,3.55,8.87,2.54,1
4.71,1.56,10.0,1.39,1
2.7,2.32,7.3,0.81,0
1.84,2.52,6.2,1.89,0
4.12,0.0,7.54,0.53,1
6.34,0.29,6.68,3.54,1
4.24,3.0,8.11,0.0,1
7.52,1.39,5.44,1.79,1
1.6,4.09,9.84,2.92,0
4.48,3.95,8.03,2.51,0
2.0,3.58,4.98,0.92,1
5.23,5.23,6.15,2.99,1
6.27,2.38,7.98,0.67,1
3.66,3.47,8.41,1.97,1
0.0,1.62,5.47,2.98,0
4.9,6.18,7.86,2.69,1
5.37,5.48,4.66,0.99,1
5.31,2.52,6.89,3.8,0
6.97,3.08,8.33,2.13,1
2.36,4.54,6.34,3.11,0
5.86,2.28,5.19,4.29,0
6.89,1.52,7.18,3.68,1
0.94,3.81,6.27,3.68,0
5.14,2.62,7.76,2.29,1
3.49,2.77,5.94,3.19,0
4.34,1.25,6.07,2.32,1
5.2,0.0,4.57,0.19,1
3.53,2.85,7.2,2.45,1
3.15,3.86,6.81,2.38,0
4.57,2.16,5.57,2.88,1
2.33,4.65,7.23,1.81,0
2.33,1.44,8.23,0.86,0
5.86,0.92,6.74,2.98,1
2.2,2.4,7.32,0.03,1
5.83,2.38,7.33,4.19,1
5.43,3.65,5.55,1.65,0
1.05,1.34,9.47,2.37,1
3.14,4.55,6.43,2.84,1
6.89,5.45,7.79,2.89,1
2.54,2.44,7.92,0.0,1
3.57,4.37,6.83,3.24,0
5.42,0.92,7.73,2.45,1
6.07,4.11,7.29,1.05,1
4.0,4.07,5.3,0.88,0
3.3,3.8,6.6,1.5,1
7.34,2.48,6.26,0.05,1
7.98,0.0,6.45,4.58,1
6.46,1.54,5.44,4.23,1
4.67,1.56,8.35,2.68,1
2.88,1.03,8.92,1.66,1
2.84,2.68,8.17,1.7,1
5.55,1.87,8.52,3.14,1
5.34,1.26,6.59,4.64,0
7.3,0.91,6.24,1.14,1
5.8,1.43,6.07,0.32,1
1.49,4.18,7.77,4.32,0
6.6,1.51,7.27,0.0,1
2.5,1.73,6.91,0.49,1
3.73,1.81,8.55,1.63,1
5.0,3.01,7.49,0.0,1
8.49,3.18,5.99,3.67,1
10.0,0.0,6.18,3.29,1
5.71,4.03,7.82,1.14,1
4.13,4.65,8.25,3.92,1
5.57,0.92,7.66,4.17,1
6.28,1.04,9.28,1.83,1
3.86,1.82,8.96,1.32,1
8.09,1.37,7.53,5.39,1
4.96,2.84,5.99,3.08,0
5.5,0.0,5.43,2.38,1
5.83,0.82,6.54,4.05,1
5.34,4.81,7.9,2.45,1
6.18,1.11,9.19,1.24,1
3.27,4.37,7.5,2.12,0
3.38,3.03,8.4,3.56,0
2.3,0.0,6.71,0.0,1
5.38,3.45,7.75,1.57,1
6.06,2.32,7.99,4.07,1
5.42,1.82,4.62,1.23,0
7.85,2.87,6.5,4.32,1
4.49,3.21,8.14,4.12,1
5.84,3.56,7.33,1.9,1
